space, pressure
0.324437, 953503
0.324527, 953472
0.324617, 953442
0.324707, 953411
0.324797, 953381
0.324887, 953350
0.324977, 953320
0.325068, 953289
0.325158, 953258
0.325248, 953228
0.325338, 953197
0.325428, 953167
0.325518, 953136
0.325608, 953105
0.325698, 953075
0.325788, 953044
0.325878, 953014
0.325968, 952983
0.326058, 952952
0.326148, 952922
0.326238, 952891
0.326328, 952860
0.326418, 952829
0.326508, 952799
0.326598, 952768
0.326688, 952737
0.326778, 952706
0.326868, 952676
0.326958, 952645
0.327048, 952614
0.327138, 952583
0.327228, 952553
0.327318, 952522
0.327408, 952491
0.327498, 952460
0.327588, 952429
0.327678, 952398
0.327768, 952368
0.327858, 952337
0.327948, 952306
0.328038, 952275
0.328128, 952244
0.328218, 952213
0.328308, 952182
0.328398, 952151
0.328488, 952120
0.328578, 952089
0.328668, 952058
0.328758, 952027
0.328848, 951996
0.328938, 951965
0.329028, 951934
0.329118, 951903
0.329208, 951872
0.329298, 951841
0.329388, 951810
0.329478, 951779
0.329568, 951748
0.329658, 951717
0.329748, 951686
0.329838, 951655
0.329928, 951624
0.330018, 951593
0.330108, 951562
0.330198, 951531
0.330288, 951499
0.330378, 951468
0.330468, 951437
0.330558, 951406
0.330648, 951375
0.330738, 951344
0.330828, 951312
0.330918, 951281
0.331008, 951250
0.331098, 951219
0.331188, 951187
0.331278, 951156
0.331368, 951125
0.331458, 951094
0.331548, 951062
0.331638, 951031
0.331728, 951000
0.331818, 950969
0.331908, 950937
0.331998, 950906
0.332088, 950875
0.332178, 950843
0.332268, 950812
0.332358, 950780
0.332448, 950749
0.332538, 950718
0.332628, 950686
0.332718, 950655
0.332808, 950623
0.332898, 950592
0.332988, 950561
0.333078, 950529
0.333168, 950498
0.333258, 950466
0.333348, 950435
0.333438, 950403
0.333528, 950372
0.333618, 950340
0.333708, 950309
0.333798, 950277
0.333888, 950246
0.333978, 950214
0.334068, 950183
0.334158, 950151
0.334248, 950119
0.334338, 950088
0.334428, 950056
0.334518, 950025
0.334608, 949993
0.334698, 949961
0.334788, 949930
0.334878, 949898
0.334968, 949866
0.335059, 949835
0.335149, 949803
0.335239, 949771
0.335329, 949740
0.335419, 949708
0.335509, 949676
0.335599, 949644
0.335689, 949613
0.335779, 949581
0.335869, 949549
0.335959, 949517
0.336049, 949486
0.336139, 949454
0.336229, 949422
0.336319, 949390
0.336409, 949358
0.336499, 949327
0.336589, 949295
0.336679, 949263
0.336769, 949231
0.336859, 949199
0.336949, 949167
0.337039, 949135
0.337129, 949104
0.337219, 949072
0.337309, 949040
0.337399, 949008
0.337489, 948976
0.337579, 948944
0.337669, 948912
0.337759, 948880
0.337849, 948848
0.337939, 948816
0.338029, 948784
0.338119, 948752
0.338209, 948720
0.338299, 948688
0.338389, 948656
0.338479, 948624
0.338569, 948592
0.338659, 948560
0.338749, 948528
0.338839, 948496
0.338929, 948463
0.339019, 948431
0.339109, 948399
0.339199, 948367
0.339289, 948335
0.339379, 948303
0.339469, 948271
0.339559, 948238
0.339649, 948206
0.339739, 948174
0.339829, 948142
0.339919, 948110
0.340009, 948077
0.340099, 948045
0.340189, 948013
0.340279, 947981
0.340369, 947948
0.340459, 947916
0.340549, 947884
0.340639, 947852
0.340729, 947819
0.340819, 947787
0.340909, 947755
0.340999, 947722
0.341089, 947690
0.341179, 947658
0.341269, 947625
0.341359, 947593
0.341449, 947561
0.341539, 947528
0.341629, 947496
0.341719, 947463
0.341809, 947431
0.341899, 947399
0.341989, 947366
0.342079, 947334
0.342169, 947301
0.342259, 947269
0.342349, 947236
0.342439, 947204
0.342529, 947171
0.342619, 947139
0.342709, 947106
0.342799, 947074
0.342889, 947041
0.342979, 947009
0.343069, 946976
0.343159, 946943
0.343249, 946911
0.343339, 946878
0.343429, 946846
0.343519, 946813
0.343609, 946780
0.343699, 946748
0.343789, 946715
0.343879, 946683
0.343969, 946650
0.344059, 946617
0.344149, 946585
0.344239, 946552
0.344329, 946519
0.344419, 946486
0.344509, 946454
0.344599, 946421
0.344689, 946388
0.344779, 946355
0.344869, 946323
0.344959, 946290
0.34505, 946257
0.34514, 946224
0.34523, 946192
0.34532, 946159
0.34541, 946126
0.3455, 946093
0.34559, 946060
0.34568, 946027
0.34577, 945995
0.34586, 945962
0.34595, 945929
0.34604, 945896
0.34613, 945863
0.34622, 945830
0.34631, 945797
0.3464, 945764
0.34649, 945731
0.34658, 945698
0.34667, 945665
0.34676, 945632
0.34685, 945599
0.34694, 945566
0.34703, 945533
0.34712, 945500
0.34721, 945467
0.3473, 945434
0.34739, 945401
0.34748, 945368
0.34757, 945335
0.34766, 945302
0.34775, 945269
0.34784, 945236
0.34793, 945203
0.34802, 945170
0.34811, 945137
0.3482, 945104
0.34829, 945070
0.34838, 945037
0.34847, 945004
0.34856, 944971
0.34865, 944938
0.34874, 944905
0.34883, 944871
0.34892, 944838
0.34901, 944805
0.3491, 944772
0.34919, 944738
0.34928, 944705
0.34937, 944672
0.34946, 944639
0.34955, 944605
0.34964, 944572
0.34973, 944539
0.34982, 944506
0.34991, 944472
0.35, 944439
0.35009, 944406
0.35018, 944372
0.35027, 944339
0.35036, 944305
0.35045, 944272
0.35054, 944239
0.35063, 944205
0.35072, 944172
0.35081, 944138
0.3509, 944105
0.35099, 944072
0.35108, 944038
0.35117, 944005
0.35126, 943971
0.35135, 943938
0.35144, 943904
0.35153, 943871
0.35162, 943837
0.35171, 943804
0.3518, 943770
0.35189, 943737
0.35198, 943703
0.35207, 943670
0.35216, 943636
0.35225, 943602
0.35234, 943569
0.35243, 943535
0.35252, 943502
0.35261, 943468
0.3527, 943434
0.35279, 943401
0.35288, 943367
0.35297, 943333
0.35306, 943300
0.35315, 943266
0.35324, 943232
0.35333, 943199
0.35342, 943165
0.35351, 943131
0.3536, 943097
0.35369, 943064
0.35378, 943030
0.35387, 942996
0.35396, 942962
0.35405, 942929
0.35414, 942895
0.35423, 942861
0.35432, 942827
0.35441, 942793
0.3545, 942760
0.35459, 942726
0.35468, 942692
0.35477, 942658
0.35486, 942624
0.35495, 942590
0.355041, 942556
0.355131, 942523
0.355221, 942489
0.355311, 942455
0.355401, 942421
0.355491, 942387
0.355581, 942353
0.355671, 942319
0.355761, 942285
0.355851, 942251
0.355941, 942217
0.356031, 942183
0.356121, 942149
0.356211, 942115
0.356301, 942081
0.356391, 942047
0.356481, 942013
0.356571, 941979
0.356661, 941945
0.356751, 941911
0.356841, 941877
0.356931, 941842
0.357021, 941808
0.357111, 941774
0.357201, 941740
0.357291, 941706
0.357381, 941672
0.357471, 941638
0.357561, 941603
0.357651, 941569
0.357741, 941535
0.357831, 941501
0.357921, 941467
0.358011, 941432
0.358101, 941398
0.358191, 941364
0.358281, 941330
0.358371, 941295
0.358461, 941261
0.358551, 941227
0.358641, 941193
0.358731, 941158
0.358821, 941124
0.358911, 941090
0.359001, 941055
0.359091, 941021
0.359181, 940987
0.359271, 940952
0.359361, 940918
0.359451, 940884
0.359541, 940849
0.359631, 940815
0.359721, 940780
0.359811, 940746
0.359901, 940712
0.359991, 940677
0.360081, 940643
0.360171, 940608
0.360261, 940574
0.360351, 940539
0.360441, 940505
0.360531, 940470
0.360621, 940436
0.360711, 940401
0.360801, 940367
0.360891, 940332
0.360981, 940298
0.361071, 940263
0.361161, 940228
0.361251, 940194
0.361341, 940159
0.361431, 940125
0.361521, 940090
0.361611, 940055
0.361701, 940021
0.361791, 939986
0.361881, 939952
0.361971, 939917
0.362061, 939882
0.362151, 939848
0.362241, 939813
0.362331, 939778
0.362421, 939743
0.362511, 939709
0.362601, 939674
0.362691, 939639
0.362781, 939604
0.362871, 939570
0.362961, 939535
0.363051, 939500
0.363141, 939465
0.363231, 939431
0.363321, 939396
0.363411, 939361
0.363501, 939326
0.363591, 939291
0.363681, 939256
0.363771, 939222
0.363861, 939187
0.363951, 939152
0.364041, 939117
0.364131, 939082
0.364221, 939047
0.364311, 939012
0.364401, 938977
0.364491, 938942
0.364581, 938907
0.364671, 938872
0.364761, 938837
0.364851, 938802
0.364941, 938767
0.365032, 938732
0.365122, 938697
0.365212, 938662
0.365302, 938627
0.365392, 938592
0.365482, 938557
0.365572, 938522
0.365662, 938487
0.365752, 938452
0.365842, 938417
0.365932, 938382
0.366022, 938347
0.366112, 938312
0.366202, 938277
0.366292, 938241
0.366382, 938206
0.366472, 938171
0.366562, 938136
0.366652, 938101
0.366742, 938066
0.366832, 938030
0.366922, 937995
0.367012, 937960
0.367102, 937925
0.367192, 937889
0.367282, 937854
0.367372, 937819
0.367462, 937784
0.367552, 937748
0.367642, 937713
0.367732, 937678
0.367822, 937643
0.367912, 937607
0.368002, 937572
0.368092, 937537
0.368182, 937501
0.368272, 937466
0.368362, 937430
0.368452, 937395
0.368542, 937360
0.368632, 937324
0.368722, 937289
0.368812, 937253
0.368902, 937218
0.368992, 937183
0.369082, 937147
0.369172, 937112
0.369262, 937076
0.369352, 937041
0.369442, 937005
0.369532, 936970
0.369622, 936934
0.369712, 936899
0.369802, 936863
0.369892, 936828
0.369982, 936792
0.370072, 936757
0.370162, 936721
0.370252, 936685
0.370342, 936650
0.370432, 936614
0.370522, 936579
0.370612, 936543
0.370702, 936507
0.370792, 936472
0.370882, 936436
0.370972, 936400
0.371062, 936365
0.371152, 936329
0.371242, 936293
0.371332, 936258
0.371422, 936222
0.371512, 936186
0.371602, 936150
0.371692, 936115
0.371782, 936079
0.371872, 936043
0.371962, 936007
0.372052, 935972
0.372142, 935936
0.372232, 935900
0.372322, 935864
0.372412, 935828
0.372502, 935793
0.372592, 935757
0.372682, 935721
0.372772, 935685
0.372862, 935649
0.372952, 935613
0.373042, 935577
0.373132, 935542
0.373222, 935506
0.373312, 935470
0.373402, 935434
0.373492, 935398
0.373582, 935362
0.373672, 935326
0.373762, 935290
0.373852, 935254
0.373942, 935218
0.374032, 935182
0.374122, 935146
0.374212, 935110
0.374302, 935074
0.374392, 935038
0.374482, 935002
0.374572, 934966
0.374662, 934930
0.374752, 934894
0.374842, 934858
0.374932, 934821
0.375023, 934785
0.375113, 934749
0.375203, 934713
0.375293, 934677
0.375383, 934641
0.375473, 934605
0.375563, 934568
0.375653, 934532
0.375743, 934496
0.375833, 934460
0.375923, 934424
0.376013, 934387
0.376103, 934351
0.376193, 934315
0.376283, 934279
0.376373, 934242
0.376463, 934206
0.376553, 934170
0.376643, 934134
0.376733, 934097
0.376823, 934061
0.376913, 934025
0.377003, 933988
0.377093, 933952
0.377183, 933916
0.377273, 933879
0.377363, 933843
0.377453, 933807
0.377543, 933770
0.377633, 933734
0.377723, 933697
0.377813, 933661
0.377903, 933625
0.377993, 933588
0.378083, 933552
0.378173, 933515
0.378263, 933479
0.378353, 933442
0.378443, 933406
0.378533, 933369
0.378623, 933333
0.378713, 933296
0.378803, 933260
0.378893, 933223
0.378983, 933187
0.379073, 933150
0.379163, 933113
0.379253, 933077
0.379343, 933040
0.379433, 933004
0.379523, 932967
0.379613, 932930
0.379703, 932894
0.379793, 932857
0.379883, 932821
0.379973, 932784
0.380063, 932747
0.380153, 932711
0.380243, 932674
0.380333, 932637
0.380423, 932600
0.380513, 932564
0.380603, 932527
0.380693, 932490
0.380783, 932453
0.380873, 932417
0.380963, 932380
0.381053, 932343
0.381143, 932306
0.381233, 932270
0.381323, 932233
0.381413, 932196
0.381503, 932159
0.381593, 932122
0.381683, 932085
0.381773, 932049
0.381863, 932012
0.381953, 931975
0.382043, 931938
0.382133, 931901
0.382223, 931864
0.382313, 931827
0.382403, 931790
0.382493, 931753
0.382583, 931716
0.382673, 931679
0.382763, 931642
0.382853, 931605
0.382943, 931568
0.383033, 931531
0.383123, 931494
0.383213, 931457
0.383303, 931420
0.383393, 931383
0.383483, 931346
0.383573, 931309
0.383663, 931272
0.383753, 931235
0.383843, 931198
0.383933, 931161
0.384023, 931124
0.384113, 931087
0.384203, 931050
0.384293, 931012
0.384383, 930975
0.384473, 930938
0.384563, 930901
0.384653, 930864
0.384743, 930827
0.384833, 930789
0.384923, 930752
0.385014, 930715
0.385104, 930678
0.385194, 930640
0.385284, 930603
0.385374, 930566
0.385464, 930529
0.385554, 930491
0.385644, 930454
0.385734, 930417
0.385824, 930380
0.385914, 930342
0.386004, 930305
0.386094, 930268
0.386184, 930230
0.386274, 930193
0.386364, 930155
0.386454, 930118
0.386544, 930081
0.386634, 930043
0.386724, 930006
0.386814, 929968
0.386904, 929931
0.386994, 929894
0.387084, 929856
0.387174, 929819
0.387264, 929781
0.387354, 929744
0.387444, 929706
0.387534, 929669
0.387624, 929631
0.387714, 929594
0.387804, 929556
0.387894, 929519
0.387984, 929481
0.388074, 929444
0.388164, 929406
0.388254, 929368
0.388344, 929331
0.388434, 929293
0.388524, 929256
0.388614, 929218
0.388704, 929180
0.388794, 929143
0.388884, 929105
0.388974, 929067
0.389064, 929030
0.389154, 928992
0.389244, 928954
0.389334, 928917
0.389424, 928879
0.389514, 928841
0.389604, 928803
0.389694, 928766
0.389784, 928728
0.389874, 928690
0.389964, 928652
0.390054, 928615
0.390144, 928577
0.390234, 928539
0.390324, 928501
0.390414, 928463
0.390504, 928426
0.390594, 928388
0.390684, 928350
0.390774, 928312
0.390864, 928274
0.390954, 928236
0.391044, 928198
0.391134, 928161
0.391224, 928123
0.391314, 928085
0.391404, 928047
0.391494, 928009
0.391584, 927971
0.391674, 927933
0.391764, 927895
0.391854, 927857
0.391944, 927819
0.392034, 927781
0.392124, 927743
0.392214, 927705
0.392304, 927667
0.392394, 927629
0.392484, 927591
0.392574, 927553
0.392664, 927515
0.392754, 927477
0.392844, 927439
0.392934, 927400
0.393024, 927362
0.393114, 927324
0.393204, 927286
0.393294, 927248
0.393384, 927210
0.393474, 927172
0.393564, 927133
0.393654, 927095
0.393744, 927057
0.393834, 927019
0.393924, 926981
0.394014, 926942
0.394104, 926904
0.394194, 926866
0.394284, 926828
0.394374, 926789
0.394464, 926751
0.394554, 926713
0.394644, 926675
0.394734, 926636
0.394824, 926598
0.394914, 926560
0.395005, 926521
0.395095, 926483
0.395185, 926445
0.395275, 926406
0.395365, 926368
0.395455, 926330
0.395545, 926291
0.395635, 926253
0.395725, 926214
0.395815, 926176
0.395905, 926138
0.395995, 926099
0.396085, 926061
0.396175, 926022
0.396265, 925984
0.396355, 925945
0.396445, 925907
0.396535, 925868
0.396625, 925830
0.396715, 925791
0.396805, 925753
0.396895, 925714
0.396985, 925676
0.397075, 925637
0.397165, 925598
0.397255, 925560
0.397345, 925521
0.397435, 925483
0.397525, 925444
0.397615, 925405
0.397705, 925367
0.397795, 925328
0.397885, 925290
0.397975, 925251
0.398065, 925212
0.398155, 925174
0.398245, 925135
0.398335, 925096
0.398425, 925057
0.398515, 925019
0.398605, 924980
0.398695, 924941
0.398785, 924902
0.398875, 924864
0.398965, 924825
0.399055, 924786
0.399145, 924747
0.399235, 924709
0.399325, 924670
0.399415, 924631
0.399505, 924592
0.399595, 924553
0.399685, 924514
0.399775, 924476
0.399865, 924437
0.399955, 924398
0.400045, 924359
0.400135, 924320
0.400225, 924281
0.400315, 924242
0.400405, 924203
0.400495, 924164
0.400585, 924125
0.400675, 924086
0.400765, 924047
0.400855, 924008
0.400945, 923969
0.401035, 923930
0.401125, 923891
0.401215, 923852
0.401305, 923813
0.401395, 923774
0.401485, 923735
0.401575, 923696
0.401665, 923657
0.401755, 923618
0.401845, 923579
0.401935, 923540
0.402025, 923501
0.402115, 923462
0.402205, 923423
0.402295, 923383
0.402385, 923344
0.402475, 923305
0.402565, 923266
0.402655, 923227
0.402745, 923188
0.402835, 923148
0.402925, 923109
0.403015, 923070
0.403105, 923031
0.403195, 922991
0.403285, 922952
0.403375, 922913
0.403465, 922874
0.403555, 922834
0.403645, 922795
0.403735, 922756
0.403825, 922717
0.403915, 922677
0.404005, 922638
0.404095, 922599
0.404185, 922559
0.404275, 922520
0.404365, 922480
0.404455, 922441
0.404545, 922402
0.404635, 922362
0.404725, 922323
0.404815, 922283
0.404905, 922244
0.404995, 922205
0.405086, 922165
0.405176, 922126
0.405266, 922086
0.405356, 922047
0.405446, 922007
0.405536, 921968
0.405626, 921928
0.405716, 921889
0.405806, 921849
0.405896, 921810
0.405986, 921770
0.406076, 921731
0.406166, 921691
0.406256, 921651
0.406346, 921612
0.406436, 921572
0.406526, 921533
0.406616, 921493
0.406706, 921453
0.406796, 921414
0.406886, 921374
0.406976, 921334
0.407066, 921295
0.407156, 921255
0.407246, 921215
0.407336, 921176
0.407426, 921136
0.407516, 921096
0.407606, 921056
0.407696, 921017
0.407786, 920977
0.407876, 920937
0.407966, 920897
0.408056, 920858
0.408146, 920818
0.408236, 920778
0.408326, 920738
0.408416, 920698
0.408506, 920659
0.408596, 920619
0.408686, 920579
0.408776, 920539
0.408866, 920499
0.408956, 920459
0.409046, 920419
0.409136, 920380
0.409226, 920340
0.409316, 920300
0.409406, 920260
0.409496, 920220
0.409586, 920180
0.409676, 920140
0.409766, 920100
0.409856, 920060
0.409946, 920020
0.410036, 919980
0.410126, 919940
0.410216, 919900
0.410306, 919860
0.410396, 919820
0.410486, 919780
0.410576, 919740
0.410666, 919700
0.410756, 919660
0.410846, 919620
0.410936, 919579
0.411026, 919539
0.411116, 919499
0.411206, 919459
0.411296, 919419
0.411386, 919379
0.411476, 919339
0.411566, 919298
0.411656, 919258
0.411746, 919218
0.411836, 919178
0.411926, 919138
0.412016, 919097
0.412106, 919057
0.412196, 919017
0.412286, 918977
0.412376, 918936
0.412466, 918896
0.412556, 918856
0.412646, 918816
0.412736, 918775
0.412826, 918735
0.412916, 918695
0.413006, 918654
0.413096, 918614
0.413186, 918574
0.413276, 918533
0.413366, 918493
0.413456, 918453
0.413546, 918412
0.413636, 918372
0.413726, 918331
0.413816, 918291
0.413906, 918251
0.413996, 918210
0.414086, 918170
0.414176, 918129
0.414266, 918089
0.414356, 918048
0.414446, 918008
0.414536, 917967
0.414626, 917927
0.414716, 917886
0.414806, 917846
0.414896, 917805
0.414986, 917765
0.415077, 917724
0.415167, 917683
0.415257, 917643
0.415347, 917602
0.415437, 917562
0.415527, 917521
0.415617, 917480
0.415707, 917440
0.415797, 917399
0.415887, 917359
0.415977, 917318
0.416067, 917277
0.416157, 917237
0.416247, 917196
0.416337, 917155
0.416427, 917114
0.416517, 917074
0.416607, 917033
0.416697, 916992
0.416787, 916951
0.416877, 916911
0.416967, 916870
0.417057, 916829
0.417147, 916788
0.417237, 916748
0.417327, 916707
0.417417, 916666
0.417507, 916625
0.417597, 916584
0.417687, 916543
0.417777, 916503
0.417867, 916462
0.417957, 916421
0.418047, 916380
0.418137, 916339
0.418227, 916298
0.418317, 916257
0.418407, 916216
0.418497, 916175
0.418587, 916134
0.418677, 916093
0.418767, 916052
0.418857, 916011
0.418947, 915970
0.419037, 915929
0.419127, 915888
0.419217, 915847
0.419307, 915806
0.419397, 915765
0.419487, 915724
0.419577, 915683
0.419667, 915642
0.419757, 915601
0.419847, 915560
0.419937, 915519
0.420027, 915478
0.420117, 915437
0.420207, 915396
0.420297, 915354
0.420387, 915313
0.420477, 915272
0.420567, 915231
0.420657, 915190
0.420747, 915149
0.420837, 915107
0.420927, 915066
0.421017, 915025
0.421107, 914984
0.421197, 914942
0.421287, 914901
0.421377, 914860
0.421467, 914819
0.421557, 914777
0.421647, 914736
0.421737, 914695
0.421827, 914654
0.421917, 914612
0.422007, 914571
0.422097, 914530
0.422187, 914488
0.422277, 914447
0.422367, 914405
0.422457, 914364
0.422547, 914323
0.422637, 914281
0.422727, 914240
0.422817, 914198
0.422907, 914157
0.422997, 914116
0.423087, 914074
0.423177, 914033
0.423267, 913991
0.423357, 913950
0.423447, 913908
0.423537, 913867
0.423627, 913825
0.423717, 913784
0.423807, 913742
0.423897, 913701
0.423987, 913659
0.424077, 913618
0.424167, 913576
0.424257, 913534
0.424347, 913493
0.424437, 913451
0.424527, 913410
0.424617, 913368
0.424707, 913326
0.424797, 913285
0.424887, 913243
0.424977, 913201
0.425068, 913160
0.425158, 913118
0.425248, 913076
0.425338, 913035
0.425428, 912993
0.425518, 912951
0.425608, 912909
0.425698, 912868
0.425788, 912826
0.425878, 912784
0.425968, 912742
0.426058, 912701
0.426148, 912659
0.426238, 912617
0.426328, 912575
0.426418, 912533
0.426508, 912492
0.426598, 912450
0.426688, 912408
0.426778, 912366
0.426868, 912324
0.426958, 912282
0.427048, 912240
0.427138, 912199
0.427228, 912157
0.427318, 912115
0.427408, 912073
0.427498, 912031
0.427588, 911989
0.427678, 911947
0.427768, 911905
0.427858, 911863
0.427948, 911821
0.428038, 911779
0.428128, 911737
0.428218, 911695
0.428308, 911653
0.428398, 911611
0.428488, 911569
0.428578, 911527
0.428668, 911485
0.428758, 911443
0.428848, 911401
0.428938, 911358
0.429028, 911316
0.429118, 911274
0.429208, 911232
0.429298, 911190
0.429388, 911148
0.429478, 911106
0.429568, 911063
0.429658, 911021
0.429748, 910979
0.429838, 910937
0.429928, 910895
0.430018, 910852
0.430108, 910810
0.430198, 910768
0.430288, 910726
0.430378, 910683
0.430468, 910641
0.430558, 910599
0.430648, 910557
0.430738, 910514
0.430828, 910472
0.430918, 910430
0.431008, 910387
0.431098, 910345
0.431188, 910303
0.431278, 910260
0.431368, 910218
0.431458, 910176
0.431548, 910133
0.431638, 910091
0.431728, 910048
0.431818, 910006
0.431908, 909964
0.431998, 909921
0.432088, 909879
0.432178, 909836
0.432268, 909794
0.432358, 909751
0.432448, 909709
0.432538, 909666
0.432628, 909624
0.432718, 909581
0.432808, 909539
0.432898, 909496
0.432988, 909454
0.433078, 909411
0.433168, 909368
0.433258, 909326
0.433348, 909283
0.433438, 909241
0.433528, 909198
0.433618, 909155
0.433708, 909113
0.433798, 909070
0.433888, 909028
0.433978, 908985
0.434068, 908942
0.434158, 908900
0.434248, 908857
0.434338, 908814
0.434428, 908771
0.434518, 908729
0.434608, 908686
0.434698, 908643
0.434788, 908600
0.434878, 908558
0.434968, 908515
0.435059, 908472
0.435149, 908429
0.435239, 908387
0.435329, 908344
0.435419, 908301
0.435509, 908258
0.435599, 908215
0.435689, 908172
0.435779, 908130
0.435869, 908087
0.435959, 908044
0.436049, 908001
0.436139, 907958
0.436229, 907915
0.436319, 907872
0.436409, 907829
0.436499, 907786
0.436589, 907743
0.436679, 907700
0.436769, 907657
0.436859, 907614
0.436949, 907571
0.437039, 907528
0.437129, 907485
0.437219, 907442
0.437309, 907399
0.437399, 907356
0.437489, 907313
0.437579, 907270
0.437669, 907227
0.437759, 907184
0.437849, 907141
0.437939, 907098
0.438029, 907055
0.438119, 907012
0.438209, 906969
0.438299, 906925
0.438389, 906882
0.438479, 906839
0.438569, 906796
0.438659, 906753
0.438749, 906710
0.438839, 906666
0.438929, 906623
0.439019, 906580
0.439109, 906537
0.439199, 906493
0.439289, 906450
0.439379, 906407
0.439469, 906364
0.439559, 906320
0.439649, 906277
0.439739, 906234
0.439829, 906191
0.439919, 906147
0.440009, 906104
0.440099, 906061
0.440189, 906017
0.440279, 905974
0.440369, 905930
0.440459, 905887
0.440549, 905844
0.440639, 905800
0.440729, 905757
0.440819, 905713
0.440909, 905670
0.440999, 905627
0.441089, 905583
0.441179, 905540
0.441269, 905496
0.441359, 905453
0.441449, 905409
0.441539, 905366
0.441629, 905322
0.441719, 905279
0.441809, 905235
0.441899, 905192
0.441989, 905148
0.442079, 905105
0.442169, 905061
0.442259, 905017
0.442349, 904974
0.442439, 904930
0.442529, 904887
0.442619, 904843
0.442709, 904799
0.442799, 904756
0.442889, 904712
0.442979, 904668
0.443069, 904625
0.443159, 904581
0.443249, 904537
0.443339, 904494
0.443429, 904450
0.443519, 904406
0.443609, 904362
0.443699, 904319
0.443789, 904275
0.443879, 904231
0.443969, 904187
0.444059, 904144
0.444149, 904100
0.444239, 904056
0.444329, 904012
0.444419, 903968
0.444509, 903925
0.444599, 903881
0.444689, 903837
0.444779, 903793
0.444869, 903749
0.444959, 903705
0.44505, 903661
0.44514, 903618
0.44523, 903574
0.44532, 903530
0.44541, 903486
0.4455, 903442
0.44559, 903398
0.44568, 903354
0.44577, 903310
0.44586, 903266
0.44595, 903222
0.44604, 903178
0.44613, 903134
0.44622, 903090
0.44631, 903046
0.4464, 903002
0.44649, 902958
0.44658, 902914
0.44667, 902870
0.44676, 902826
0.44685, 902782
0.44694, 902737
0.44703, 902693
0.44712, 902649
0.44721, 902605
0.4473, 902561
0.44739, 902517
0.44748, 902473
0.44757, 902428
0.44766, 902384
0.44775, 902340
0.44784, 902296
0.44793, 902252
0.44802, 902207
0.44811, 902163
0.4482, 902119
0.44829, 902075
0.44838, 902030
0.44847, 901986
0.44856, 901942
0.44865, 901898
0.44874, 901853
0.44883, 901809
0.44892, 901765
0.44901, 901720
0.4491, 901676
0.44919, 901632
0.44928, 901587
0.44937, 901543
0.44946, 901499
0.44955, 901454
0.44964, 901410
0.44973, 901365
0.44982, 901321
0.44991, 901277
0.45, 901232
0.45009, 901188
0.45018, 901143
0.45027, 901099
0.45036, 901054
0.45045, 901010
0.45054, 900965
0.45063, 900921
0.45072, 900876
0.45081, 900832
0.4509, 900787
0.45099, 900743
0.45108, 900698
0.45117, 900653
0.45126, 900609
0.45135, 900564
0.45144, 900520
0.45153, 900475
0.45162, 900430
0.45171, 900386
0.4518, 900341
0.45189, 900297
0.45198, 900252
0.45207, 900207
0.45216, 900163
0.45225, 900118
0.45234, 900073
0.45243, 900028
0.45252, 899984
0.45261, 899939
0.4527, 899894
0.45279, 899849
0.45288, 899805
0.45297, 899760
0.45306, 899715
0.45315, 899670
0.45324, 899626
0.45333, 899581
0.45342, 899536
0.45351, 899491
0.4536, 899446
0.45369, 899401
0.45378, 899357
0.45387, 899312
0.45396, 899267
0.45405, 899222
0.45414, 899177
0.45423, 899132
0.45432, 899087
0.45441, 899042
0.4545, 898997
0.45459, 898952
0.45468, 898907
0.45477, 898862
0.45486, 898817
0.45495, 898772
0.455041, 898727
0.455131, 898682
0.455221, 898637
0.455311, 898592
0.455401, 898547
0.455491, 898502
0.455581, 898457
0.455671, 898412
0.455761, 898367
0.455851, 898322
0.455941, 898277
0.456031, 898232
0.456121, 898187
0.456211, 898142
0.456301, 898096
0.456391, 898051
0.456481, 898006
0.456571, 897961
0.456661, 897916
0.456751, 897871
0.456841, 897825
0.456931, 897780
0.457021, 897735
0.457111, 897690
0.457201, 897644
0.457291, 897599
0.457381, 897554
0.457471, 897509
0.457561, 897463
0.457651, 897418
0.457741, 897373
0.457831, 897328
0.457921, 897282
0.458011, 897237
0.458101, 897192
0.458191, 897146
0.458281, 897101
0.458371, 897055
0.458461, 897010
0.458551, 896965
0.458641, 896919
0.458731, 896874
0.458821, 896828
0.458911, 896783
0.459001, 896738
0.459091, 896692
0.459181, 896647
0.459271, 896601
0.459361, 896556
0.459451, 896510
0.459541, 896465
0.459631, 896419
0.459721, 896374
0.459811, 896328
0.459901, 896283
0.459991, 896237
0.460081, 896192
0.460171, 896146
0.460261, 896100
0.460351, 896055
0.460441, 896009
0.460531, 895964
0.460621, 895918
0.460711, 895872
0.460801, 895827
0.460891, 895781
0.460981, 895735
0.461071, 895690
0.461161, 895644
0.461251, 895598
0.461341, 895553
0.461431, 895507
0.461521, 895461
0.461611, 895415
0.461701, 895370
0.461791, 895324
0.461881, 895278
0.461971, 895232
0.462061, 895187
0.462151, 895141
0.462241, 895095
0.462331, 895049
0.462421, 895003
0.462511, 894958
0.462601, 894912
0.462691, 894866
0.462781, 894820
0.462871, 894774
0.462961, 894728
0.463051, 894682
0.463141, 894637
0.463231, 894591
0.463321, 894545
0.463411, 894499
0.463501, 894453
0.463591, 894407
0.463681, 894361
0.463771, 894315
0.463861, 894269
0.463951, 894223
0.464041, 894177
0.464131, 894131
0.464221, 894085
0.464311, 894039
