space, t=0.000000, t=0.100000, t=0.200000, t=0.300000, t=0.400000, t=0.500000, t=0.600000, t=0.700000, t=0.800000, t=0.900000, 
0.4945, 1, 0.60577, 0.366958, 0.222292, 0.134559, 0.035647, 3.67985e-05, 4.08735e-11, 1.46832e-19, 4.78666e-30, 
0.4955, 1, 0.60577, 0.366958, 0.222292, 0.134569, 0.0366706, 4.1035e-05, 4.95658e-11, 1.92682e-19, 6.76122e-30, 
0.4965, 1, 0.60577, 0.366958, 0.222292, 0.134579, 0.0376974, 4.57115e-05, 6.00369e-11, 2.52536e-19, 9.53795e-30, 
0.4975, 1, 0.60577, 0.366958, 0.222292, 0.134587, 0.0387262, 5.08679e-05, 7.26359e-11, 3.30574e-19, 1.34377e-29, 
0.4985, 1, 0.60577, 0.366958, 0.222292, 0.134594, 0.0397561, 5.65471e-05, 8.77775e-11, 4.32197e-19, 1.89074e-29, 
0.4995, 1, 0.60577, 0.366958, 0.222292, 0.134601, 0.0407859, 6.27954e-05, 1.05953e-10, 5.64368e-19, 2.65695e-29, 
0.5005, 0, 0.60577, 0.366958, 0.222292, 0.134607, 0.0418148, 6.96622e-05, 1.27746e-10, 7.36058e-19, 3.72887e-29, 
0.5015, 0, 0.60577, 0.366958, 0.222292, 0.134613, 0.0428415, 7.72007e-05, 1.53846e-10, 9.5881e-19, 5.22657e-29, 
0.5025, 0, 0.60577, 0.366958, 0.222292, 0.134618, 0.0438652, 8.54675e-05, 1.85066e-10, 1.24746e-18, 7.31648e-29, 
0.5035, 0, 0.60577, 0.366958, 0.222292, 0.134622, 0.0448849, 9.45232e-05, 2.22369e-10, 1.62103e-18, 1.02291e-28, 
0.5045, 0, 0.60577, 0.366958, 0.222292, 0.134626, 0.0458994, 0.000104432, 2.66889e-10, 2.10393e-18, 1.4283e-28, 
0.5055, 0, 0.60577, 0.366958, 0.222292, 0.13463, 0.046908, 0.000115264, 3.1996e-10, 2.72741e-18, 1.99183e-28, 
0.5065, 0, 0.60577, 0.366958, 0.222292, 0.134633, 0.0479096, 0.000127091, 3.83152e-10, 3.53139e-18, 2.77421e-28, 
0.5075, 0, 0.60577, 0.366958, 0.222292, 0.134636, 0.0489032, 0.00013999, 4.58309e-10, 4.5669e-18, 3.85905e-28, 
0.5085, 0, 0.60577, 0.366958, 0.222292, 0.134638, 0.0498881, 0.000154045, 5.47596e-10, 5.89899e-18, 5.36138e-28, 
0.5095, 0, 0.60577, 0.366958, 0.222292, 0.134641, 0.0508633, 0.000169343, 6.53546e-10, 7.61056e-18, 7.43925e-28, 
0.5105, 0, 0.60577, 0.366958, 0.222292, 0.134643, 0.051828, 0.000185976, 7.79129e-10, 9.80707e-18, 1.03096e-27, 
0.5115, 0, 0.60577, 0.366958, 0.222292, 0.134644, 0.0527813, 0.000204041, 9.27814e-10, 1.26226e-17, 1.42696e-27, 
0.5125, 0, 0.60577, 0.366958, 0.222292, 0.134646, 0.0537226, 0.00022364, 1.10365e-09, 1.62272e-17, 1.97263e-27, 
0.5135, 0, 0.60577, 0.366958, 0.222292, 0.134647, 0.054651, 0.000244883, 1.31136e-09, 2.08366e-17, 2.72358e-27, 
0.5145, 0, 0.60577, 0.366958, 0.222292, 0.134649, 0.0555658, 0.000267881, 1.55646e-09, 2.67238e-17, 3.75577e-27, 
0.5155, 0, 0.60577, 0.366958, 0.222292, 0.13465, 0.0564665, 0.000292756, 1.84533e-09, 3.42344e-17, 5.17279e-27, 
0.5165, 0, 0.60577, 0.366958, 0.222292, 0.134651, 0.0573523, 0.000319631, 2.18544e-09, 4.38046e-17, 7.11569e-27, 
0.5175, 0, 0.60577, 0.366958, 0.222292, 0.134652, 0.0582227, 0.000348637, 2.5854e-09, 5.59848e-17, 9.77638e-27, 
0.5185, 0, 0.60577, 0.366958, 0.222292, 0.134652, 0.0590771, 0.000379911, 3.05525e-09, 7.14687e-17, 1.34156e-26, 
0.5195, 0, 0.60577, 0.366958, 0.222292, 0.134653, 0.0599151, 0.000413596, 3.60657e-09, 9.11294e-17, 1.8387e-26, 
0.5205, 0, 0.60577, 0.366958, 0.222292, 0.134654, 0.0607361, 0.000449839, 4.25278e-09, 1.16064e-16, 2.51702e-26, 
0.5215, 0, 0.60577, 0.366958, 0.222292, 0.134654, 0.0615398, 0.000488795, 5.00938e-09, 1.47652e-16, 3.4414e-26, 
0.5225, 0, 0.60577, 0.366958, 0.222292, 0.134655, 0.0623258, 0.000530625, 5.89425e-09, 1.87621e-16, 4.69959e-26, 
0.5235, 0, 0.60577, 0.366958, 0.222292, 0.134655, 0.0630938, 0.000575494, 6.92802e-09, 2.38135e-16, 6.41005e-26, 
0.5245, 0, 0.60577, 0.366958, 0.222292, 0.134655, 0.0638434, 0.000623573, 8.1344e-09, 3.01905e-16, 8.73256e-26, 
0.5255, 0, 0.60577, 0.366958, 0.222292, 0.134656, 0.0645745, 0.000675042, 9.54071e-09, 3.82317e-16, 1.18823e-25, 
0.5265, 0, 0.60577, 0.366958, 0.222292, 0.134656, 0.0652868, 0.000730081, 1.11783e-08, 4.83595e-16, 1.61489e-25, 
0.5275, 0, 0.60577, 0.366958, 0.222292, 0.134656, 0.0659802, 0.000788881, 1.30831e-08, 6.11009e-16, 2.19213e-25, 
0.5285, 0, 0.60577, 0.366958, 0.222292, 0.134657, 0.0666546, 0.000851634, 1.52963e-08, 7.71122e-16, 2.97217e-25, 
0.5295, 0, 0.60577, 0.366958, 0.222292, 0.134657, 0.0673098, 0.000918539, 1.78652e-08, 9.72095e-16, 4.025e-25, 
0.5305, 0, 0.60577, 0.366958, 0.222292, 0.134657, 0.0679459, 0.000989799, 2.08436e-08, 1.22407e-15, 5.44433e-25, 
0.5315, 0, 0.60577, 0.366958, 0.222292, 0.134657, 0.0685628, 0.00106562, 2.42932e-08, 1.53963e-15, 7.35549e-25, 
0.5325, 0, 0.60577, 0.366958, 0.222292, 0.134657, 0.0691606, 0.00114622, 2.82842e-08, 1.93438e-15, 9.92586e-25, 
0.5335, 0, 0.60577, 0.366958, 0.222292, 0.134657, 0.0697393, 0.00123181, 3.28968e-08, 2.42763e-15, 1.33787e-24, 
0.5345, 0, 0.60577, 0.366958, 0.222292, 0.134657, 0.070299, 0.0013226, 3.82219e-08, 3.04327e-15, 1.80117e-24, 
0.5355, 0, 0.60577, 0.366958, 0.222292, 0.134657, 0.0708399, 0.00141883, 4.43632e-08, 3.81081e-15, 2.42206e-24, 
0.5365, 0, 0.60577, 0.366958, 0.222292, 0.134658, 0.0713622, 0.00152071, 5.14383e-08, 4.76665e-15, 3.25321e-24, 
0.5375, 0, 0.60577, 0.366958, 0.222292, 0.134658, 0.0718659, 0.00162848, 5.95807e-08, 5.95566e-15, 4.3645e-24, 
0.5385, 0, 0.60577, 0.366958, 0.222292, 0.134658, 0.0723514, 0.00174235, 6.89413e-08, 7.43309e-15, 5.84864e-24, 
0.5395, 0, 0.60577, 0.366958, 0.222292, 0.134658, 0.0728189, 0.00186256, 7.96913e-08, 9.26686e-15, 7.8284e-24, 
0.5405, 0, 0.60577, 0.366958, 0.222292, 0.134658, 0.0732687, 0.00198934, 9.20239e-08, 1.15404e-14, 1.04662e-23, 
0.5415, 0, 0.60577, 0.366958, 0.222292, 0.134658, 0.073701, 0.00212291, 1.06157e-07, 1.4356e-14, 1.39769e-23, 
0.5425, 0, 0.60577, 0.366958, 0.222292, 0.134658, 0.0741161, 0.00226351, 1.22338e-07, 1.78392e-14, 1.86437e-23, 
0.5435, 0, 0.60577, 0.366958, 0.222292, 0.134658, 0.0745144, 0.00241136, 1.40843e-07, 2.21435e-14, 2.48403e-23, 
0.5445, 0, 0.605769, 0.366958, 0.222292, 0.134658, 0.0748962, 0.00256668, 1.61984e-07, 2.74566e-14, 3.30588e-23, 
0.5455, 0, 0.605769, 0.366958, 0.222292, 0.134658, 0.075262, 0.00272969, 1.86112e-07, 3.40078e-14, 4.39464e-23, 
0.5465, 0, 0.605768, 0.366958, 0.222292, 0.134658, 0.075612, 0.00290062, 2.1362e-07, 4.20768e-14, 5.83536e-23, 
0.5475, 0, 0.605766, 0.366958, 0.222292, 0.134658, 0.0759466, 0.00307968, 2.44951e-07, 5.20045e-14, 7.73963e-23, 
0.5485, 0, 0.605763, 0.366958, 0.222292, 0.134658, 0.0762663, 0.00326706, 2.80598e-07, 6.42058e-14, 1.02538e-22, 
0.5495, 0, 0.60576, 0.366958, 0.222292, 0.134658, 0.0765714, 0.00346298, 3.21114e-07, 7.91851e-14, 1.35693e-22, 
0.5505, 0, 0.605754, 0.366958, 0.222292, 0.134658, 0.0768623, 0.00366762, 3.67119e-07, 9.75552e-14, 1.79368e-22, 
0.5515, 0, 0.605746, 0.366958, 0.222292, 0.134658, 0.0771396, 0.00388118, 4.19303e-07, 1.20059e-13, 2.36834e-22, 
0.5525, 0, 0.605733, 0.366958, 0.222292, 0.134658, 0.0774035, 0.00410383, 4.78435e-07, 1.47599e-13, 3.12363e-22, 
0.5535, 0, 0.605716, 0.366958, 0.222292, 0.134658, 0.0776545, 0.00433574, 5.45373e-07, 1.81263e-13, 4.11521e-22, 
0.5545, 0, 0.605691, 0.366958, 0.222292, 0.134658, 0.0778931, 0.00457707, 6.2107e-07, 2.22371e-13, 5.41553e-22, 
0.5555, 0, 0.605657, 0.366958, 0.222292, 0.134658, 0.0781197, 0.00482797, 7.06588e-07, 2.72516e-13, 7.11884e-22, 
0.5565, 0, 0.605609, 0.366958, 0.222292, 0.134658, 0.0783346, 0.00508857, 8.03103e-07, 3.33619e-13, 9.34754e-22, 
0.5575, 0, 0.605543, 0.366958, 0.222292, 0.134658, 0.0785383, 0.00535899, 9.11921e-07, 4.07995e-13, 1.22604e-21, 
0.5585, 0, 0.605455, 0.366958, 0.222292, 0.134658, 0.0787313, 0.00563935, 1.03449e-06, 4.98433e-13, 1.60634e-21, 
0.5595, 0, 0.605336, 0.366958, 0.222292, 0.134658, 0.0789139, 0.00592974, 1.1724e-06, 6.08285e-13, 2.10229e-21, 
0.5605, 0, 0.605179, 0.366958, 0.222292, 0.134658, 0.0790866, 0.00623024, 1.32743e-06, 7.41578e-13, 2.74836e-21, 
0.5615, 0, 0.604972, 0.366958, 0.222292, 0.134658, 0.0792497, 0.00654091, 1.50153e-06, 9.03147e-13, 3.58905e-21, 
0.5625, 0, 0.604705, 0.366958, 0.222292, 0.134658, 0.0794037, 0.00686182, 1.69685e-06, 1.09878e-12, 4.68179e-21, 
0.5635, 0, 0.60436, 0.366958, 0.222292, 0.134658, 0.0795489, 0.00719298, 1.91576e-06, 1.33542e-12, 6.10062e-21, 
0.5645, 0, 0.603922, 0.366958, 0.222292, 0.134658, 0.0796858, 0.00753442, 2.16087e-06, 1.62136e-12, 7.94081e-21, 
0.5655, 0, 0.603369, 0.366958, 0.222292, 0.134658, 0.0798147, 0.00788613, 2.43504e-06, 1.96651e-12, 1.03249e-20, 
0.5665, 0, 0.602677, 0.366958, 0.222292, 0.134658, 0.0799359, 0.0082481, 2.74143e-06, 2.3827e-12, 1.34104e-20, 
0.5675, 0, 0.601821, 0.366958, 0.222292, 0.134658, 0.0800499, 0.00862028, 3.08349e-06, 2.88404e-12, 1.73991e-20, 
0.5685, 0, 0.600769, 0.366958, 0.222292, 0.134658, 0.0801569, 0.00900262, 3.46498e-06, 3.48733e-12, 2.25501e-20, 
0.5695, 0, 0.599488, 0.366958, 0.222292, 0.134658, 0.0802574, 0.00939503, 3.89006e-06, 4.21254e-12, 2.91948e-20, 
0.5705, 0, 0.597943, 0.366958, 0.222292, 0.134658, 0.0803516, 0.00979743, 4.36324e-06, 5.08344e-12, 3.77571e-20, 
0.5715, 0, 0.596092, 0.366958, 0.222292, 0.134658, 0.0804399, 0.0102097, 4.88945e-06, 6.12821e-12, 4.87786e-20, 
0.5725, 0, 0.593895, 0.366958, 0.222292, 0.134658, 0.0805225, 0.0106317, 5.47408e-06, 7.38028e-12, 6.29506e-20, 
0.5735, 0, 0.591306, 0.366958, 0.222292, 0.134658, 0.0805998, 0.0110633, 6.123e-06, 8.87928e-12, 8.1154e-20, 
0.5745, 0, 0.58828, 0.366958, 0.222292, 0.134658, 0.080672, 0.0115042, 6.84256e-06, 1.06721e-11, 1.04511e-19, 
0.5755, 0, 0.584769, 0.366958, 0.222292, 0.134658, 0.0807395, 0.0119544, 7.63972e-06, 1.28141e-11, 1.34448e-19, 
0.5765, 0, 0.580728, 0.366958, 0.222292, 0.134658, 0.0808025, 0.0124136, 8.52198e-06, 1.53707e-11, 1.72779e-19, 
0.5775, 0, 0.576109, 0.366958, 0.222292, 0.134658, 0.0808612, 0.0128815, 9.49753e-06, 1.84192e-11, 2.21806e-19, 
0.5785, 0, 0.570868, 0.366958, 0.222292, 0.134658, 0.0809159, 0.0133579, 1.05752e-05, 2.20504e-11, 2.84446e-19, 
0.5795, 0, 0.564964, 0.366958, 0.222292, 0.134658, 0.0809668, 0.0138425, 1.17645e-05, 2.63716e-11, 3.64397e-19, 
0.5805, 0, 0.558359, 0.366958, 0.222292, 0.134658, 0.0810142, 0.0143351, 1.30758e-05, 3.15085e-11, 4.66334e-19, 
0.5815, 0, 0.55102, 0.366958, 0.222292, 0.134658, 0.0810582, 0.0148353, 1.45203e-05, 3.76091e-11, 5.96167e-19, 
0.5825, 0, 0.542921, 0.366958, 0.222292, 0.134658, 0.0810991, 0.0153428, 1.611e-05, 4.48471e-11, 7.61359e-19, 
0.5835, 0, 0.53404, 0.366958, 0.222292, 0.134658, 0.081137, 0.0158573, 1.78579e-05, 5.34259e-11, 9.7132e-19, 
0.5845, 0, 0.524367, 0.366958, 0.222292, 0.134658, 0.0811722, 0.0163784, 1.97778e-05, 6.35839e-11, 1.23791e-18, 
0.5855, 0, 0.513897, 0.366958, 0.222292, 0.134658, 0.0812048, 0.0169057, 2.18848e-05, 7.55998e-11, 1.57604e-18, 
0.5865, 0, 0.502636, 0.366958, 0.222292, 0.134658, 0.0812349, 0.0174389, 2.4195e-05, 8.97995e-11, 2.00447e-18, 
0.5875, 0, 0.490598, 0.366958, 0.222292, 0.134658, 0.0812628, 0.0179775, 2.67255e-05, 1.06563e-10, 2.54677e-18, 
0.5885, 0, 0.477808, 0.366958, 0.222292, 0.134658, 0.0812886, 0.0185211, 2.94949e-05, 1.26335e-10, 3.23247e-18, 
0.5895, 0, 0.464299, 0.366958, 0.222292, 0.134658, 0.0813125, 0.0190694, 3.25229e-05, 1.49631e-10, 4.09863e-18, 
0.5905, 0, 0.450115, 0.366958, 0.222292, 0.134658, 0.0813345, 0.0196219, 3.58306e-05, 1.77054e-10, 5.1916e-18, 
0.5915, 0, 0.435307, 0.366958, 0.222292, 0.134658, 0.0813547, 0.0201781, 3.94405e-05, 2.09302e-10, 6.56937e-18, 
0.5925, 0, 0.419936, 0.366958, 0.222292, 0.134658, 0.0813734, 0.0207375, 4.33767e-05, 2.47188e-10, 8.30439e-18, 
0.5935, 0, 0.404069, 0.366958, 0.222292, 0.134658, 0.0813906, 0.0212998, 4.76647e-05, 2.91655e-10, 1.04871e-17, 
0.5945, 0, 0.38778, 0.366958, 0.222292, 0.134658, 0.0814064, 0.0218645, 5.23316e-05, 3.43795e-10, 1.32301e-17, 
0.5955, 0, 0.371148, 0.366958, 0.222292, 0.134658, 0.081421, 0.0224311, 5.74065e-05, 4.04873e-10, 1.66739e-17, 
0.5965, 0, 0.354257, 0.366958, 0.222292, 0.134658, 0.0814344, 0.0229991, 6.29198e-05, 4.76353e-10, 2.0993e-17, 
0.5975, 0, 0.337191, 0.366958, 0.222292, 0.134658, 0.0814466, 0.0235681, 6.89041e-05, 5.59925e-10, 2.64046e-17, 
0.5985, 0, 0.320038, 0.366958, 0.222292, 0.134658, 0.0814579, 0.0241375, 7.53938e-05, 6.57543e-10, 3.31782e-17, 
0.5995, 0, 0.302885, 0.366958, 0.222292, 0.134658, 0.0814682, 0.0247069, 8.24252e-05, 7.71458e-10, 4.1648e-17, 
0.6005, 0, 0.285818, 0.366958, 0.222292, 0.134658, 0.0814776, 0.0252759, 9.00367e-05, 9.04264e-10, 5.22282e-17, 
0.6015, 0, 0.26892, 0.366958, 0.222292, 0.134658, 0.0814863, 0.0258439, 9.82687e-05, 1.05895e-09, 6.54314e-17, 
0.6025, 0, 0.25227, 0.366958, 0.222292, 0.134658, 0.0814942, 0.0264105, 0.000107164, 1.23894e-09, 8.18915e-17, 
0.6035, 0, 0.235944, 0.366958, 0.222292, 0.134658, 0.0815014, 0.0269752, 0.000116767, 1.44818e-09, 1.02392e-16, 
0.6045, 0, 0.22001, 0.366958, 0.222292, 0.134658, 0.081508, 0.0275376, 0.000127126, 1.6912e-09, 1.27898e-16, 
0.6055, 0, 0.204531, 0.366958, 0.222292, 0.134658, 0.081514, 0.0280971, 0.000138289, 1.97319e-09, 1.59602e-16, 
0.6065, 0, 0.189564, 0.366958, 0.222292, 0.134658, 0.0815195, 0.0286535, 0.000150309, 2.30007e-09, 1.9897e-16, 
0.6075, 0, 0.175156, 0.366958, 0.222292, 0.134658, 0.0815245, 0.0292062, 0.00016324, 2.67866e-09, 2.47807e-16, 
0.6085, 0, 0.161348, 0.366958, 0.222292, 0.134658, 0.0815291, 0.0297548, 0.000177138, 3.11671e-09, 3.08332e-16, 
0.6095, 0, 0.148174, 0.366958, 0.222292, 0.134658, 0.0815332, 0.0302989, 0.000192064, 3.6231e-09, 3.83267e-16, 
0.6105, 0, 0.135658, 0.366958, 0.222292, 0.134658, 0.081537, 0.0308381, 0.000208078, 4.20793e-09, 4.75953e-16, 
0.6115, 0, 0.123819, 0.366958, 0.222292, 0.134658, 0.0815404, 0.031372, 0.000225246, 4.88274e-09, 5.90483e-16, 
0.6125, 0, 0.112667, 0.366958, 0.222292, 0.134658, 0.0815435, 0.0319002, 0.000243633, 5.66064e-09, 7.31868e-16, 
0.6135, 0, 0.102206, 0.366958, 0.222292, 0.134658, 0.0815463, 0.0324224, 0.000263311, 6.55656e-09, 9.06235e-16, 
0.6145, 0, 0.0924333, 0.366958, 0.222292, 0.134658, 0.0815489, 0.0329382, 0.000284351, 7.58746e-09, 1.12107e-15, 
0.6155, 0, 0.0833402, 0.366957, 0.222292, 0.134658, 0.0815512, 0.0334473, 0.000306827, 8.77257e-09, 1.38551e-15, 
0.6165, 0, 0.0749135, 0.366957, 0.222292, 0.134658, 0.0815533, 0.0339494, 0.000330818, 1.01337e-08, 1.71069e-15, 
0.6175, 0, 0.0671349, 0.366957, 0.222292, 0.134658, 0.0815551, 0.0344441, 0.000356403, 1.16956e-08, 2.11019e-15, 
0.6185, 0, 0.0599826, 0.366957, 0.222292, 0.134658, 0.0815569, 0.0349313, 0.000383664, 1.34862e-08, 2.60051e-15, 
0.6195, 0, 0.0534313, 0.366957, 0.222292, 0.134658, 0.0815584, 0.0354105, 0.000412688, 1.55372e-08, 3.20172e-15, 
0.6205, 0, 0.0474533, 0.366956, 0.222292, 0.134658, 0.0815598, 0.0358817, 0.00044356, 1.78842e-08, 3.93821e-15, 
0.6215, 0, 0.0420187, 0.366956, 0.222292, 0.134658, 0.081561, 0.0363445, 0.000476371, 2.05676e-08, 4.83955e-15, 
0.6225, 0, 0.0370964, 0.366955, 0.222292, 0.134658, 0.0815622, 0.0367988, 0.000511213, 2.36328e-08, 5.94159e-15, 
0.6235, 0, 0.0326543, 0.366954, 0.222292, 0.134658, 0.0815632, 0.0372443, 0.000548181, 2.7131e-08, 7.28773e-15, 
0.6245, 0, 0.0286601, 0.366953, 0.222292, 0.134658, 0.0815641, 0.0376809, 0.00058737, 3.11197e-08, 8.93051e-15, 
0.6255, 0, 0.0250812, 0.366951, 0.222292, 0.134658, 0.0815649, 0.0381084, 0.000628878, 3.56637e-08, 1.09334e-14, 
0.6265, 0, 0.0218858, 0.366949, 0.222292, 0.134658, 0.0815657, 0.0385267, 0.000672808, 4.08355e-08, 1.3373e-14, 
0.6275, 0, 0.0190426, 0.366946, 0.222292, 0.134658, 0.0815663, 0.0389356, 0.000719259, 4.67166e-08, 1.63418e-14, 
0.6285, 0, 0.0165215, 0.366943, 0.222292, 0.134658, 0.0815669, 0.0393351, 0.000768336, 5.33985e-08, 1.99511e-14, 
0.6295, 0, 0.0142935, 0.366938, 0.222292, 0.134658, 0.0815675, 0.0397251, 0.000820144, 6.09834e-08, 2.43351e-14, 
0.6305, 0, 0.0123312, 0.366932, 0.222292, 0.134658, 0.081568, 0.0401055, 0.000874789, 6.95855e-08, 2.9655e-14, 
0.6315, 0, 0.0106086, 0.366925, 0.222292, 0.134658, 0.0815684, 0.0404762, 0.000932379, 7.93328e-08, 3.61046e-14, 
0.6325, 0, 0.00910128, 0.366916, 0.222292, 0.134658, 0.0815688, 0.0408373, 0.000993021, 9.0368e-08, 4.39167e-14, 
0.6335, 0, 0.00778664, 0.366905, 0.222292, 0.134658, 0.0815691, 0.0411886, 0.00105682, 1.0285e-07, 5.33701e-14, 
0.6345, 0, 0.00664368, 0.366892, 0.222292, 0.134658, 0.0815694, 0.0415303, 0.0011239, 1.16956e-07, 6.47993e-14, 
0.6355, 0, 0.00565312, 0.366875, 0.222292, 0.134658, 0.0815697, 0.0418623, 0.00119435, 1.32884e-07, 7.86042e-14, 
0.6365, 0, 0.0047973, 0.366854, 0.222292, 0.134658, 0.0815699, 0.0421846, 0.0012683, 1.50853e-07, 9.52635e-14, 
0.6375, 0, 0.00406018, 0.366828, 0.222292, 0.134658, 0.0815702, 0.0424973, 0.00134584, 1.71107e-07, 1.15349e-13, 
0.6385, 0, 0.00342721, 0.366796, 0.222292, 0.134658, 0.0815704, 0.0428004, 0.00142709, 1.93917e-07, 1.39542e-13, 
0.6395, 0, 0.00288532, 0.366758, 0.222292, 0.134658, 0.0815705, 0.0430941, 0.00151215, 2.19582e-07, 1.68658e-13, 
0.6405, 0, 0.00242278, 0.366712, 0.222292, 0.134658, 0.0815707, 0.0433784, 0.00160114, 2.48435e-07, 2.03665e-13, 
0.6415, 0, 0.00202912, 0.366656, 0.222292, 0.134658, 0.0815708, 0.0436533, 0.00169415, 2.80844e-07, 2.45717e-13, 
0.6425, 0, 0.00169507, 0.366589, 0.222292, 0.134658, 0.0815709, 0.043919, 0.00179129, 3.17216e-07, 2.96186e-13, 
0.6435, 0, 0.00141241, 0.366509, 0.222292, 0.134658, 0.081571, 0.0441757, 0.00189266, 3.58e-07, 3.56702e-13, 
0.6445, 0, 0.00117392, 0.366413, 0.222292, 0.134658, 0.0815711, 0.0444234, 0.00199836, 4.03692e-07, 4.29199e-13, 
0.6455, 0, 0.000973253, 0.3663, 0.222292, 0.134658, 0.0815712, 0.0446622, 0.00210848, 4.54839e-07, 5.1597e-13, 
0.6465, 0, 0.000804888, 0.366166, 0.222292, 0.134658, 0.0815713, 0.0448924, 0.00222312, 5.12043e-07, 6.19733e-13, 
0.6475, 0, 0.000664011, 0.366009, 0.222292, 0.134658, 0.0815714, 0.045114, 0.00234237, 5.75966e-07, 7.43704e-13, 
0.6485, 0, 0.000546455, 0.365824, 0.222292, 0.134658, 0.0815714, 0.0453272, 0.00246631, 6.47337e-07, 8.91684e-13, 
0.6495, 0, 0.000448623, 0.365609, 0.222292, 0.134658, 0.0815715, 0.0455322, 0.00259502, 7.26956e-07, 1.06817e-12, 
0.6505, 0, 0.000367423, 0.365358, 0.222292, 0.134658, 0.0815715, 0.0457292, 0.00272859, 8.15701e-07, 1.27845e-12, 
0.6515, 0, 0.000300204, 0.365067, 0.222292, 0.134658, 0.0815716, 0.0459183, 0.00286708, 9.14533e-07, 1.52879e-12, 
0.6525, 0, 0.000244704, 0.364732, 0.222292, 0.134658, 0.0815716, 0.0460998, 0.00301056, 1.02451e-06, 1.82655e-12, 
0.6535, 0, 0.000198998, 0.364346, 0.222292, 0.134658, 0.0815716, 0.0462737, 0.00315909, 1.14677e-06, 2.18039e-12, 
0.6545, 0, 0.000161454, 0.363903, 0.222292, 0.134658, 0.0815717, 0.0464403, 0.00331274, 1.2826e-06, 2.60051e-12, 
0.6555, 0, 0.000130692, 0.363398, 0.222292, 0.134658, 0.0815717, 0.0465998, 0.00347154, 1.43335e-06, 3.09888e-12, 
0.6565, 0, 0.000105551, 0.362823, 0.222292, 0.134658, 0.0815717, 0.0467523, 0.00363556, 1.60053e-06, 3.68956e-12, 
0.6575, 0, 8.50527e-05, 0.362172, 0.222292, 0.134658, 0.0815717, 0.0468982, 0.00380481, 1.78578e-06, 4.38903e-12, 
0.6585, 0, 6.8382e-05, 0.361435, 0.222292, 0.134658, 0.0815717, 0.0470375, 0.00397933, 1.99088e-06, 5.21658e-12, 
0.6595, 0, 5.48567e-05, 0.360606, 0.222292, 0.134658, 0.0815718, 0.0471704, 0.00415916, 2.21776e-06, 6.19483e-12, 
0.6605, 0, 4.39097e-05, 0.359677, 0.222292, 0.134658, 0.0815718, 0.0472972, 0.00434429, 2.46854e-06, 7.35021e-12, 
0.6615, 0, 3.50704e-05, 0.358637, 0.222292, 0.134658, 0.0815718, 0.0474181, 0.00453475, 2.74549e-06, 8.71358e-12, 
0.6625, 0, 2.79499e-05, 0.357479, 0.222292, 0.134658, 0.0815718, 0.0475332, 0.00473053, 3.0511e-06, 1.0321e-11, 
0.6635, 0, 2.22273e-05, 0.356192, 0.222292, 0.134658, 0.0815718, 0.0476427, 0.00493162, 3.38806e-06, 1.22145e-11, 
0.6645, 0, 1.76388e-05, 0.354769, 0.222292, 0.134658, 0.0815718, 0.0477469, 0.00513802, 3.75926e-06, 1.44431e-11, 
0.6655, 0, 1.39679e-05, 0.353199, 0.222292, 0.134658, 0.0815718, 0.0478459, 0.00534969, 4.16787e-06, 1.70638e-11, 
0.6665, 0, 1.10379e-05, 0.351472, 0.222292, 0.134658, 0.0815718, 0.04794, 0.00556661, 4.61728e-06, 2.01429e-11, 
0.6675, 0, 8.7044e-06, 0.349581, 0.222292, 0.134658, 0.0815718, 0.0480292, 0.00578872, 5.11116e-06, 2.37575e-11, 
0.6685, 0, 6.85009e-06, 0.347515, 0.222292, 0.134658, 0.0815718, 0.0481139, 0.006016, 5.65346e-06, 2.7997e-11, 
0.6695, 0, 5.37982e-06, 0.345265, 0.222292, 0.134658, 0.0815718, 0.0481941, 0.00624837, 6.24846e-06, 3.29654e-11, 
0.6705, 0, 4.21657e-06, 0.342824, 0.222292, 0.134658, 0.0815718, 0.04827, 0.00648576, 6.90073e-06, 3.87828e-11, 
0.6715, 0, 3.29822e-06, 0.340182, 0.222292, 0.134658, 0.0815718, 0.0483419, 0.00672811, 7.61522e-06, 4.55886e-11, 
0.6725, 0, 2.57475e-06, 0.337334, 0.222292, 0.134658, 0.0815718, 0.0484099, 0.00697533, 8.39722e-06, 5.35438e-11, 
0.6735, 0, 2.00601e-06, 0.334271, 0.222292, 0.134658, 0.0815718, 0.0484741, 0.00722733, 9.25243e-06, 6.28348e-11, 
0.6745, 0, 1.55984e-06, 0.330988, 0.222292, 0.134658, 0.0815718, 0.0485348, 0.00748399, 1.01869e-05, 7.36766e-11, 
0.6755, 0, 1.21056e-06, 0.327481, 0.222292, 0.134658, 0.0815719, 0.048592, 0.00774523, 1.12073e-05, 8.63173e-11, 
0.6765, 0, 9.37681e-07, 0.323744, 0.222292, 0.134658, 0.0815719, 0.048646, 0.0080109, 1.23205e-05, 1.01043e-10, 
0.6775, 0, 7.24928e-07, 0.319774, 0.222292, 0.134658, 0.0815719, 0.0486969, 0.00828089, 1.35339e-05, 1.18183e-10, 
0.6785, 0, 5.59388e-07, 0.315571, 0.222292, 0.134658, 0.0815719, 0.0487448, 0.00855507, 1.48557e-05, 1.38117e-10, 
0.6795, 0, 4.30839e-07, 0.311133, 0.222292, 0.134658, 0.0815719, 0.0487899, 0.00883328, 1.62942e-05, 1.6128e-10, 
